tags,discription,price,title,Title,img,url
"IC (Integrated Circuits),Shift Register",,Rs.32.00,SN74HC166N (74166),SN74HC166N (74166),http://scionelectronics.com/wp-content/uploads/2017/06/SN74HC166N-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sn74hc166n/
"IC (Integrated Circuits),Shift Register",,Rs.26.00,SN74HC165N (74165),SN74HC165N (74165),http://scionelectronics.com/wp-content/uploads/2017/06/SN74HC165N-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sn74hc165n/
"IC (Integrated Circuits),Shift Register",,Rs.16.00,SN74HC164N (74164),SN74HC164N (74164),http://scionelectronics.com/wp-content/uploads/2017/06/SN74HC164-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sn74hc164/
"Digital Counter,IC (Integrated Circuits)",,Rs.50.00,SN74HC161N (74161),SN74HC161N (74161),http://scionelectronics.com/wp-content/uploads/2017/05/SN74HC161N-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sn74hc161n/
"IC (Integrated Circuits),Mux/Demux",,Rs.110.00,SN74HC153N (74153),SN74HC153N (74153),,http://scionelectronics.com/product/sn74hc153n/
"IC (Integrated Circuits),Inverter/Gate",,Rs.25.00,SN74HC14N (7414),SN74HC14N (7414),http://scionelectronics.com/wp-content/uploads/2017/05/20KD1705E4-SN74HC14N-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sn74hc14n/
"Soldering Accessories,Soldering Tips & Wicks","Fast heating,For 60W soldering irons,Pencil tip type,Perfect for your professional soldering needs",Rs.100.00,Soldering Tip (Bit) – 60W (Local),Soldering Tip (Bit) – 60W (Local),http://scionelectronics.com/wp-content/uploads/2015/10/Soldering-Tip-60W-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/soldering-tip-60w/
"Decoder/Driver/Demultiplexer,IC (Integrated Circuits)",,Rs.18.00,SN74HC138N (74138),SN74HC138N (74138),http://scionelectronics.com/wp-content/uploads/2017/05/SN74HC138N-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sn74hc138n/
"Soldering Accessories,Soldering Tips & Wicks","Fast heating,For 30W soldering irons,Pencil tip type,Perfect for your professional soldering needs",Rs.80.00,Soldering Tip (Bit) – 30W (Local),Soldering Tip (Bit) – 30W (Local),http://scionelectronics.com/wp-content/uploads/2018/02/Soldering-Tip–30WLocal-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/soldering-tip-30w-local/
"Soldering Accessories,Soldering Fluxes",,Rs.65.00,Soldering Paste KAWH BS-50 (Local),Soldering Paste KAWH BS-50 (Local),http://scionelectronics.com/wp-content/uploads/2015/09/Soldering-Paste-KAWH-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/soldering-paste-2/
"Soldering Accessories,Soldering Fluxes","Weight: 10g,Composition:
,
",Rs.270.00,Soldering Paste GOOT BS-10 (Local),Soldering Paste GOOT BS-10 (Local),http://scionelectronics.com/wp-content/uploads/2015/11/Soldering-Paste-GOOT-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/soldering-paste-goot/
"Soldering Accessories,Soldering Fluxes","Weight: 10g,Composition:
,
",Rs.100.00,Soldering Paste GOOT (Normal) (Local),Soldering Paste GOOT (Normal) (Local),http://scionelectronics.com/wp-content/uploads/2015/11/Soldering-Paste-GOOT-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/soldering-paste-goot-normal/
"Soldering Accessories,Soldering Fluxes",,Rs.130.00,Soldering Paste 1 (Local),Soldering Paste 1 (Local),,http://scionelectronics.com/product/soldering-paste/
"Soldering Accessories,Soldering Tips & Wicks",,Rs.40.00,Soldering Iron Tip Cleaner (Local),Soldering Iron Tip Cleaner (Local),http://scionelectronics.com/wp-content/uploads/2015/09/Soldering-Iron-Tip-Cleaner-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/soldering-iron-tip-cleaner/
"Soldering Accessories,Soldering Iron Stands","Height: 11cm,Width: 6.5cm,Length: 11cm",Rs.190.00,Soldering Iron Stand 4,Soldering Iron Stand 4,,http://scionelectronics.com/product/soldering-iron-stand-4/
"Soldering Accessories,Soldering Iron Stands",,Rs.200.00,Soldering Iron Stand 3,Soldering Iron Stand 3,http://scionelectronics.com/wp-content/uploads/2016/04/Soldering-Iron-Stand-3-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/soldering-iron-stand-3/
"Soldering Accessories,Soldering Iron Stands",,Rs.190.00,Soldering Iron Stand 2 (Local),Soldering Iron Stand 2 (Local),,http://scionelectronics.com/product/soldering-stand-2/
"Soldering Accessories,Soldering Iron Stands",,Rs.155.00,Soldering Iron Stand 1 (Local),Soldering Iron Stand 1 (Local),http://scionelectronics.com/wp-content/uploads/2015/12/Soldering-Iron-Stand-1Local-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/soldering-stand/
"Soldering Accessories,Soldering Tips & Wicks","Type: GOOT CP-2015,Length: 5ft (1.5m),Width: 2mm",Rs.290.00,Solder Wick GOOT (Local),Solder Wick GOOT (Local),http://scionelectronics.com/wp-content/uploads/2015/11/Solder-Wick-GOOT-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/solder-wick-goot/
"Soldering Accessories,Soldering Tips & Wicks",,Rs.60.00,"Solder Wick Kapoor – 1m, 2.5mm (Local)","Solder Wick Kapoor – 1m, 2.5mm (Local)",http://scionelectronics.com/wp-content/uploads/2016/12/Solder-Wick-Kapoor-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/solder-wick-kapoor-1m-2-5mm/
"Soldering Accessories,Soldering Tips & Wicks","Type: GOOT CP-2015,Length: 5ft (1.5m),Width: 2mm",Rs.250.00,Solder Wick GOOT,Solder Wick GOOT,http://scionelectronics.com/wp-content/uploads/2015/11/Solder-Wick-GOOT-2-Scion-Electronics-Sri-Lanka-.jpg,http://scionelectronics.com/product/solder-wick-goot-2/
"Soldering Accessories,Soldering Tips & Wicks","Model: CP-2015,Width: 2.0mm,Length: 1.5m,Easy to use, free cleaning, low Residue,Net weight: 7g,Packaging weight: 17g",Rs.75.00,"Solder Wick CP-2015 2m, 1.5mm (Local)","Solder Wick CP-2015 2m, 1.5mm (Local)",http://scionelectronics.com/wp-content/uploads/2017/03/Solder-Wick-2mmx1.5mm-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/solder-wick-cp-2015-2m-1-5mm/
"Soldering Accessories,Soldering Tips & Wicks",,Rs.140.00,"Solder Roll Kapoor – 3m, 2.5mm","Solder Roll Kapoor – 3m, 2.5mm",http://scionelectronics.com/wp-content/uploads/2017/08/Solder-Roll-Kapoor-3m-2.5mm-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/solder-roll-kapoor-3m-2-5mm/
"Soldering Accessories,Soldering Tips & Wicks",,Rs.30.00,Solder Iron Tip Cleaner Yellow Cleaning Sponge 5×3.5cm,Solder Iron Tip Cleaner Yellow Cleaning Sponge 5×3.5cm,http://scionelectronics.com/wp-content/uploads/2018/02/Solder-Iron-Tip-Cleaner-Yellow-Cleaning-Sponge-5×3.5cm-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/solder-iron-tip-cleaner-yellow-cleaning-sponge-5x3-5cm/
"Audio Amplifier,IC (Integrated Circuits)",,Rs.245.00,STA540 (Original),STA540 (Original),http://scionelectronics.com/wp-content/uploads/2017/05/STA540-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sta540/
Brackets,,Rs.170.00,Stamped Aluminum L-Bracket for NEMA 17 Stepper Motors,Stamped Aluminum L-Bracket for NEMA 17 Stepper Motors,http://scionelectronics.com/wp-content/uploads/2016/09/Stamped-Aluminum-L-Bracket-for-NEMA-17-Stepper-Motors-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stamped-aluminum-l-bracket-for-nema-17-stepper-motors/
Wheels,"Length: 49mm,Width: 32mm,Height: 20mm,Ball diameter: 15mm,Weight: 50g",Rs.160.00,Steel Ball Omni Wheel – 49x20x32mm,Steel Ball Omni Wheel – 49x20x32mm,http://scionelectronics.com/wp-content/uploads/2016/12/49x20x32mm-Steel-Ball-Omni-Wheel-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/steel-ball-omni-wheel-49x20x32mm/
"Flash Memory,IC (Integrated Circuits)",,Rs.160.00,SST27SF512-70-3C-PGE-1406003-B (27SF512),SST27SF512-70-3C-PGE-1406003-B (27SF512),http://scionelectronics.com/wp-content/uploads/2017/05/SST27SF512-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sst27sf512-70-3c-pge-1406003-b/
"Soldering Accessories,Soldering Tips & Wicks","Fast heating,For 40W soldering irons,Pencil tip type,Perfect for your professional soldering needs",Rs.90.00,Soldering Tip (Bit) – 40W (Local),Soldering Tip (Bit) – 40W (Local),http://scionelectronics.com/wp-content/uploads/2015/10/Soldering-Tip-40W-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/soldering-tip-40w/
"Speaker,Wires",,Rs.10.00,Speaker Wire – Transparent (Local),Speaker Wire – Transparent (Local),http://scionelectronics.com/wp-content/uploads/2018/04/Speaker-Wire–Transparent-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/speaker-wire-transparent/
"Other,Sensors & Modules",,Rs.20.00,Speedometer 20 Grid TT Motor Wheel Speed Encoder,Speedometer 20 Grid TT Motor Wheel Speed Encoder,,http://scionelectronics.com/product/speedometer-20-grid-tt-motor-wheel-speed-encoder/
"Speaker,Wires",,Rs.15.00,Speaker Wire – Red & Black (Local),Speaker Wire – Red & Black (Local),http://scionelectronics.com/wp-content/uploads/2018/04/Speaker-Wire–Red-Black-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/speaker-wire-red-black/
"Amplifiers & Sounds,Sensors & Modules","Size: 32mm*17mm*8mm,Main chip: LM393,Electret condenser microphone,Working voltage: DC 4-6V,Signal output indication,Single channel signal output,The output effective signal is low level,When there is sound, outputs low level and the signal light,Can be used for Acoustic control light , give sound and light alarm working with Photosensitive sensor ,and sound control, sound detect,Circuit board output switch quantity,Note: The Maximum induction distance is 0.5",Rs.210.00,Sound Voice Microphone Amplifier Module (KY-038),Sound Voice Microphone Amplifier Module (KY-038),http://scionelectronics.com/wp-content/uploads/2018/06/Sound-Voice-Microphone-Amplifier-ModuleKY-038-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sound-voice-microphone-amplifier-module/
"RTC,SparkFun Real Time Clock Module Scion","DS1307 is accessed via the I2C protocol,Hour : Minutes : Seconds AM/PM,Day Month, Date – Year,DS1307 based RTC without LIR2032 battery,1Hz output pin,56 Bytes of Non-volatile memory available to user",Rs.530.00,SparkFun Real Time Clock Module,SparkFun Real Time Clock Module,http://scionelectronics.com/wp-content/uploads/2015/08/SparkFun-Real-Time-Clock-Module.jpg,http://scionelectronics.com/product/sparkfun-real-time-clock-module/
"Amplifiers & Sounds,Sensors & Modules","Mounting screw hole: 3mm,Power supply: 5V DC,Analog output,Threshold level output flip,High sensitive microphone,Power indicator light",Rs.200.00,Sound Detection Module 2 (KY-037),Sound Detection Module 2 (KY-037),http://scionelectronics.com/wp-content/uploads/2016/11/Sound-Detection-Module-2-Module-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sound-detection-module-2/
"Amplifiers & Sounds,Sound Detection Sensor Scion","Power supply : 5V,Analog output,Threshold level output flip,Power indicator light,LM393 Chip",Rs.200.00,Sound Detection Module 1,Sound Detection Module 1,http://scionelectronics.com/wp-content/uploads/2015/08/Sound-Detection-Module-1-Module-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sound-detection-sensor/
"AAA,Batteries & Chargers,Dry",,Rs.115.00,Sony AAA 1.5V Alakaline (Local),Sony AAA 1.5V Alakaline (Local),http://scionelectronics.com/wp-content/uploads/2016/10/Sony-AAA-1.5V-Alkaline-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sony-aaa-1-5v-alakaline/
"Other,Solenoid HCNE 1- 0520 12V Scion",,Rs.550.00,Solenoid HCNE 1- 0520 12V,Solenoid HCNE 1- 0520 12V,http://scionelectronics.com/wp-content/uploads/2015/08/Solenoid-HCNE1-0520-12V-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/solenoid-hcne-1-0520-12v/
"AA,Batteries & Chargers",,Rs.40.00,Sony AA 1.5V Heavy Duty (Local),Sony AA 1.5V Heavy Duty (Local),http://scionelectronics.com/wp-content/uploads/2017/03/Sony-AA-1.5V-Heavy-Duty-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sony-aa-1-5v-heavy-duty/
"AAA,Batteries & Chargers,Dry",,Rs.25.00,Sony AAA 1.5V (Local),Sony AAA 1.5V (Local),http://scionelectronics.com/wp-content/uploads/2016/03/Sony-AAA-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/sony-aaa-1-5v/
"AA,Batteries & Chargers,Dry",,Rs.120.00,Sony AA 1.5V Alakaline (Local),Sony AA 1.5V Alakaline (Local),http://scionelectronics.com/wp-content/uploads/2016/04/Sony-AA-1.5V-Alkaline-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/sony-aa-1-5v-alakaline/
"AA,Batteries & Chargers,Dry",,Rs.30.00,Sony AA 1.5V (Local),Sony AA 1.5V (Local),http://scionelectronics.com/wp-content/uploads/2016/03/Sony-AA-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/sony-aa-1-5v/
"9V,Batteries & Chargers,Dry",,Rs.60.00,Suoer 9V (Local),Suoer 9V (Local),http://scionelectronics.com/wp-content/uploads/2017/05/Suoer-9V-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/suoer-9v/
"9V,Batteries & Chargers,Dry",,Rs.140.00,Sony 9V (Local),Sony 9V (Local),http://scionelectronics.com/wp-content/uploads/2016/04/Sony-9V-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/sony-9v/
IC (Integrated Circuits),,Rs.240.00,STRW6654,STRW6654,,http://scionelectronics.com/product/strw6654/
"Boards,Breadboards",,"Rs.1,470.00",Solderless Breadboard 3 (1660 Tie Points),Solderless Breadboard 3 (1660 Tie Points),http://scionelectronics.com/wp-content/uploads/2016/06/Solderless-Breadboard-31660-Tie-Points-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/solderless-breadboard-3/
IC (Integrated Circuits),,Rs.175.00,STRS6707 SK5D 13,STRS6707 SK5D 13,,http://scionelectronics.com/product/strs6707-sk5d-13/
IC (Integrated Circuits),,Rs.210.00,STRF6653 SK7808,STRF6653 SK7808,,http://scionelectronics.com/product/strf6653-sk7808/
"Power,Sensors & Modules",,Rs.180.00,SX1308 DC-DC Step Up Power Booster Module,SX1308 DC-DC Step Up Power Booster Module,http://scionelectronics.com/wp-content/uploads/2017/07/SX1308-DC-DC-Step-Up-Power-Booster-Module-2-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/sx1308-dc-dc-step-up-power-booster-module/
"Development Boards,Others","Use STM8S103F3P6 as the master IC,You can use 2.54 pin on the board or power supply pad, the pad when using power supply, input voltage range 4.5V-15V, can output to the outside through pin 3.3V,
Note: 5V pin’s voltage is the input voltage of the module,Leads to all pins, the pins next to the pin marked the label, with a reset button, power LED, and the program demonstrates LED, small but perfectly formed,Support SWIM debug mode",Rs.240.00,STM8S103F3P6 STM8S STM8 Minimum System Development Board,STM8S103F3P6 STM8S STM8 Minimum System Development Board,http://scionelectronics.com/wp-content/uploads/2018/02/STM8S103F3P6-STM8S-STM8-Minimum-System-Development-Board-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stm8s103f3p6-stm8s-stm8-minimum-system-development-board/
"ARM,Development Boards","Chip board STM32F103C8T6,Board JTAG interface and reset button,The on-board crystal 32.768KHz and 8MHz,With 5V to 3.3V chip AMS1117-3.3,With a group of UART serial interfaces,All I/O all the leads, and mark the I/O name,On-board Mini USB interface, you can give the board power supply and USB communication,Size 52.1mm x 35.5mm",Rs.750.00,STM32F103C8T6 ARM STM32 Minimum System Development Board Module,STM32F103C8T6 ARM STM32 Minimum System Development Board Module,http://scionelectronics.com/wp-content/uploads/2017/01/STM32F103C8T6-ARM-STM32-Minimum-System-Development-Board-Module-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stm32f103c8t6-arm-stm32-minimum-system-development-board-module/
"Audio Amplifier,IC (Integrated Circuits)",,Rs.410.00,STK4211 II,STK4211 II,http://scionelectronics.com/wp-content/uploads/2017/05/STK4211II-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stk4211-ii/
PCBs,,Rs.170.00,STK4201 II – 4231 II 200W Stereo Power Amplifier PCB (Local),STK4201 II – 4231 II 200W Stereo Power Amplifier PCB (Local),http://scionelectronics.com/wp-content/uploads/2018/06/STK4201-II-4231-II-200W-Stereo-Power-Amplifier-PCB-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stk4201-ii-4231-ii-200w-stereo-power-amplifier-pcb-local/
PCBs,,Rs.160.00,STK4101-4191 With LED Display And Mic PreAmp PCB (Local),STK4101-4191 With LED Display And Mic PreAmp PCB (Local),http://scionelectronics.com/wp-content/uploads/2018/06/STK4101-4191-With-LED-Display-And-MIC-PreAmp-PCB-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stk4101-4191-with-led-display-and-mic-preamp-local/
"Sensors & Modules,Vibration","High sensitivity vibration switch , default by SW-18010P vibration sensors,The comparator output signal is clean, good waveform, driving ability, more than 15mA,The working voltage of 3.3V-5V,The output format: Digital switching outputs (0 and 1),A fixed bolt holes for easy installation,Small PCB board size: 3.2cm x 1.4cm,Using a wide voltage LM393 comparator",Rs.130.00,SW1801P Vibration Sensor Module,SW1801P Vibration Sensor Module,,http://scionelectronics.com/product/sw1801p-vibration-sensor-module/
"Connectors,Stereo Jack/ Socket",,Rs.13.00,Stereo Socket 3.5mm Plastic (Local),Stereo Socket 3.5mm Plastic (Local),http://scionelectronics.com/wp-content/uploads/2017/03/Stereo-Socket-3.5mm-Plastic-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stereo-socket-3-5mm-plastic-local/
"Connectors,Stereo Jack/ Socket",,Rs.17.00,Stereo Socket 3.5mm Plastic,Stereo Socket 3.5mm Plastic,http://scionelectronics.com/wp-content/uploads/2017/12/Stereo-Socket-3.5mm-Plastic-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stereo-socket-3-5mm-plastic/
"Battery Lugs,Connectors,Imported",,Rs.6.00,SV1.25-4S-Blue AWG 22-16 U-Type Crimp Terminal Insulated Wire Connector Lug,SV1.25-4S-Blue AWG 22-16 U-Type Crimp Terminal Insulated Wire Connector Lug,http://scionelectronics.com/wp-content/uploads/2017/12/Battery-Lug-SV1.25-4S-Blue-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/sv1-25-4s-blue-awg-22-16-u-type-crimp-terminal-insulated-wire-connector-lug/
"Connectors,Stereo Jack/ Socket",,Rs.12.00,Stereo Socket 3.5mm – 3 (Local),Stereo Socket 3.5mm – 3 (Local),http://scionelectronics.com/wp-content/uploads/2017/01/Stereo-Socket-3.5mm-3-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stereo-socket-3-5mm-3-l/
"Connectors,Stereo Jack/ Socket",,Rs.22.00,Stereo Socket 3.5mm – 2 (Local),Stereo Socket 3.5mm – 2 (Local),http://scionelectronics.com/wp-content/uploads/2016/09/Stereo-Socket-3.5mm-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/stereo-socket-3-5mm-2/
"Connectors,Stereo Jack/ Socket,Stereo Socket 3.5mm Scion",,Rs.12.00,Stereo Socket 3.5mm – 1,Stereo Socket 3.5mm – 1,http://scionelectronics.com/wp-content/uploads/2015/08/Stereo-Socket-3.5mm-1-Scion-Electronics-Sri-Lanka.jpg.jpg,http://scionelectronics.com/product/stereo-socket-3-5mm/
"3D Printer & CNC Accessories,Couplings",,Rs.510.00,Steel Flange High Hardness Coupling – 6mm,Steel Flange High Hardness Coupling – 6mm,,http://scionelectronics.com/product/steel-flange-high-hardness-coupling-6mm/
"3D Printer & CNC Accessories,Couplings",,Rs.680.00,Steel Flange High Hardness Coupling – 10mm,Steel Flange High Hardness Coupling – 10mm,,http://scionelectronics.com/product/steel-flange-high-hardness-coupling-10mm/
"Audio Amplifier,IC (Integrated Circuits)",,Rs.30.00,TDA2030A,TDA2030A,http://scionelectronics.com/wp-content/uploads/2017/05/TDA2030A-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tda2030a/
PCBs,,Rs.95.00,TDA2005 Stereo Amplifier PCB (Local),TDA2005 Stereo Amplifier PCB (Local),,http://scionelectronics.com/product/tda2005-stereo-amplifier-pcb-local/
"Controller/Driver,IC (Integrated Circuits)",,Rs.75.00,TD62003AP,TD62003AP,http://scionelectronics.com/wp-content/uploads/2017/05/TD62003AP-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/td62003ap/
"Audio Amplifier,IC (Integrated Circuits)",,Rs.31.00,TDA2002,TDA2002,http://scionelectronics.com/wp-content/uploads/2017/05/TDA2002-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tda2002/
"Audio Amplifier,IC (Integrated Circuits)",,Rs.30.00,TDA2003,TDA2003,http://scionelectronics.com/wp-content/uploads/2017/05/TDA2003-Scion-Electronics-Sri-Lanka-Recovered.jpg,http://scionelectronics.com/product/tda2003/
Optical,"Sensing Distance : 12mm,Operating Wavelength : 950 mm,Sensing Method : Reflective,Reverse voltage : 5V,Forward current : 60mA,Forward surge current : 3A,Emitter power dissipation : 100mW,Collector emitter voltage : 70V,Emitter collector voltage : 5V,Collector current : 100mA,Detector power dissipation : 100mW,Sensor total power dissipation : 200mW",Rs.22.00,TCRT5000 Reflective Optical Sensor,TCRT5000 Reflective Optical Sensor,http://scionelectronics.com/wp-content/uploads/2015/10/TCRT5000-Reflective-Optical-Sensor-Scion-Electronics-Sri-Lanka-1.jpg,http://scionelectronics.com/product/tcrt5000-reflective-optical-sensor/
"Infrared (IR),Optical,Sensors & Modules","Using infrared reflective sensor TCRT5000,The detection distance: 1mm ~ 8mm apply focal distance of 2.5mm,With a multi-turn precision potentiometer adjustable sensitivity adjustment,Working voltage : 3.3V ~ 5V,Output format: digital switching outputs (0 and 1),PCB board size: 3.2 x 1.4cm,Wide voltage LM393 comparator",Rs.165.00,TCRT5000 Barrier Line Track Sensor Infrared (IR) Reflective Photoelectric Switch,TCRT5000 Barrier Line Track Sensor Infrared (IR) Reflective Photoelectric Switch,http://scionelectronics.com/wp-content/uploads/2016/06/TCRT5000-Barrier-Line-Track-Sensor-Infrared-Reflective-Photoelectric-Switch-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tcrt5000-barrier-line-track-sensor-infrared-reflective-photoelectric-switch/
"Buffer/ Register,IC (Integrated Circuits)",,Rs.65.00,TC4050BP (Original),TC4050BP (Original),http://scionelectronics.com/wp-content/uploads/2017/12/TC4050BP-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tc4050bp-original/
Inverter/Gate,,Rs.16.00,TC4011BP (4011),TC4011BP (4011),http://scionelectronics.com/wp-content/uploads/2017/05/TC4011BP-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tc4011bp/
Motor Controllers,,Rs.690.00,TB6612FNG WeMos D1 Mini I2C Dual Motor Driver Module,TB6612FNG WeMos D1 Mini I2C Dual Motor Driver Module,,http://scionelectronics.com/product/tb6612fng-wemos-d1-mini-i2c-dual-motor-driver-module/
IC (Integrated Circuits),,Rs.350.00,TB6612FNG,TB6612FNG,,http://scionelectronics.com/product/tb6612fng/
Motor Controllers,,"Rs.1,850.00",TB6600 42/57/86  4.5A 40V Stepper Motor Driver Controller With Black Cover,TB6600 42/57/86  4.5A 40V Stepper Motor Driver Controller With Black Cover,http://scionelectronics.com/wp-content/uploads/2018/05/TB6600-42-57-86-4.5A-40V-Stepper-Motor-Driver-Controller-With-Black-Cover-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tb6600-425786-4-5a-40v-stepper-motor-driver-controller-with-black-cover/
Motor Controllers,"Working voltage: DC 10V-35V. Recommend switching power supply DC24V,6N137 high-speed optocoupler, to ensure a high speed without step out.,New original Toshiba TB6560AHQ chip, low-voltage shutdown, of overheating parking and over-current protection circuit to ensure optimal performance.,Rated output: ± 3A, peak 3.5A.,Automatic half-decay.,Excitation Mode: synchronizing, half step, 1/8 step, 1/16 step, a maximum of 16 segments.,Volume: 50mm x 75mm x 35mm","Rs.1,290.00",TB6560 3A Stepper Motor Driver Board,TB6560 3A Stepper Motor Driver Board,http://scionelectronics.com/wp-content/uploads/2016/04/TB6560-Stepper-Driver-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tb6560-stepper-driver/
Others,,Rs.5.00,Tact Cap 12*12*7.3mm – Yellow,Tact Cap 12*12*7.3mm – Yellow,http://scionelectronics.com/wp-content/uploads/2018/05/Tact-Cap-12x12x7-3mm-Yellow-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tact-cap-12127-3mm-yellow/
Others,,Rs.5.00,Tact Cap 12*12*7.3mm – White,Tact Cap 12*12*7.3mm – White,http://scionelectronics.com/wp-content/uploads/2018/05/Tact-Cap-12x12x7-3mm-White-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tact-cap-12127-3mm-white/
Others,,Rs.5.00,Tact Cap 12*12*7.3mm – Red,Tact Cap 12*12*7.3mm – Red,http://scionelectronics.com/wp-content/uploads/2018/05/Tact-Cap-12x12x7-3mm-Red-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tact-cap-12127-3mm-red/
Others,,Rs.5.00,Tact Cap 12*12*7.3mm – Blue,Tact Cap 12*12*7.3mm – Blue,http://scionelectronics.com/wp-content/uploads/2018/05/Tact-Cap-12x12x7-3mm-Blue-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tact-cap-12127-3mm-blue/
Others,,Rs.5.00,Tact Cap 12*12*7.3mm – Black,Tact Cap 12*12*7.3mm – Black,http://scionelectronics.com/wp-content/uploads/2018/05/Tact-Cap-12x12x7-3mm-Black-2-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/tact-cap-12127-3mm-black/
"Boards,Breadboards",,Rs.140.00,SYB-46 Breadboard 90x52x8.5mm,SYB-46 Breadboard 90x52x8.5mm,http://scionelectronics.com/wp-content/uploads/2017/12/SYB-46-Breadboard-90x52x8.5-mm-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/syb-46-breadboard-90x52x8-5mm/
Blades (Propellers),"Installation pore size: 1.9mm, tight with 2mm shaft,Circumference diameter: 80mm",Rs.55.00,Three-Blade Spiral Wing Propeller,Three-Blade Spiral Wing Propeller,http://scionelectronics.com/wp-content/uploads/2017/12/Three-Blade-Spiral-Wing-Propeller-1-Scion-Electronics-Sri-Lanka.jpg,http://scionelectronics.com/product/three-blade-spiral-wing-propeller/
